username,text,likes,timestamp,tweet_hashtags/0,sentiment
@DrToleno,superfans tonight cheering vikings pride uppermerionsd,9,2023-08-31 23:16:00+00:00,#pride,neutral
@TheQReviews,dropping tonight collab knew needed peter ngqibs kisos tongue tied hear first tonight 9pm est 12 midnight est loud queer music radio show communityradioca peterngqibs itskisos lgbtq lgbtmusic lgbtqmusic lgbt pride,16,2023-08-31 23:27:00+00:00,#lgbtq,positive
@CraigFl89340331,evil devourers update picture fanart newprofilepic pride thaielection2023 source pixivnetartworks95165172,2,2023-08-31 23:14:00+00:00,#セーラージュピター,negative
@Identifyaraptor,need term limits mummies theythemhesheits pride theview thehashtag,1,2023-08-31 23:13:00+00:00,#pride,neutral
@NCgirl1127212,britain dying pride comes fall britain pride,1,2023-08-31 23:12:00+00:00,#Britain,neutral
@nspeereth,okim done today feeling proud lazylionsnft pride lfr putinwork lfg,48,2023-08-31 23:08:00+00:00,#Pride,positive
@Paynt_Diversity,pride puppy vinyl decal sticker car decal paynteddiversity pride lgbt lgbtia prideshop stickers decals puppy giftidea etsy etsyme3z2pvdt via etsy,0,2023-08-31 23:00:00+00:00,#pride,neutral
@naynteenxx,thank coming life wlwrelationship pride lovewins,2,2023-08-31 22:58:00+00:00,#wlwrelationship,neutral
@kelstrom,hell 2slgbtqi 2 gay children one married 2 children know advocated gay rights left wing liberal extremism gotten hand lgbtq period thats pride flag simple rainbow pflag,1,2023-08-31 22:43:00+00:00,#LGBTQ,positive
@MelanieHawkes8,look beautiful sweetie date yes first date thought id better take pride appearance since first impressions count yes sad true youve got nothing worry knock socks thanks mum vssdaily,1,2023-08-31 22:43:00+00:00,#pride,positive
@seanalexelliott,summer pride 2023 london leeds manchester superb july august pride summer biactually proud lgbtqiaplus fun friends north south 3,0,2023-08-31 22:42:00+00:00,#july,positive
@seanalexelliott,summer pride 2023 london leeds manchester superb july august pride summer biactually proud lgbtqiaplus fun friends north south 2,0,2023-08-31 22:42:00+00:00,#july,positive
@seanalexelliott,summer pride 2023 london leeds manchester superb july august pride summer biactually proud lgbtqiaplus fun friends north south 1,1,2023-08-31 22:40:00+00:00,#july,positive
@cgl_recruiting,pride bad emotion ok feel proud accomplishments personal professional key arrogant use pride accomplished drive forward drive others motivation productivity pride,9,2023-08-31 22:26:00+00:00,#motivation,positive
@StrumConsultant,check awesome strum pride shirts helped raise 800 rainbowref strum consulting proudly stands solidarity 2slgbtqia community locally globally strumpride pride pride2023,1,2023-08-31 22:24:00+00:00,#StrumPride,positive
@namesilo,limited time get gay domain name 259 lgbtq individuals organizations businesses allies gay serves virtual pride flag inclusive badge honor buffly3l50t7r,2,2023-08-31 22:23:00+00:00,#LGBTQ,positive
@TillAllAreOne84,really good night straights came bar im gon na pack pretend dont exist get train pride,0,2023-08-31 22:18:00+00:00,#Pride,positive
@SchimmelAmelia,tomorrow glenn burke pride night athletics visited burkes grave today beautiful mountain view cemetery thoughts info legacy attached please consider donating athletics nonprofit partner oakland lgbtq center pride,148,2023-08-31 22:00:00+00:00,#Athletics,positive
@candor,amy brandi discuss coming work bc visibility matters response unprecedented spike discriminatory legislation hrc declared state emergency lgbtqia people us radicalcandor podcast comingoutatwork pride appleco3qntluz,4,2023-08-31 21:45:00+00:00,#LGBTQIA,positive
@dennisreports,full story churchs pride flag targeted several times recently mds congressional delegation secured funding bolster security places worship light increasing attackscrimes tinyurlcom4fwznbd3,2,2023-08-31 21:44:00+00:00,#pride,positive
@PennStNILStore,pride match pennstatewsoc takes ucfwsoccer tonight 730pm pennstate psu womenssoccer soccer futbol happyvalley weare pride,2,2023-08-31 21:28:00+00:00,#pennstate,neutral
@Paynt_Diversity,fabulous closet tshirt pride shirt paynteddiversity pride loveislove lgbt lgbtqia rainbow nohate noh8 prideshirt tshirts giftidea prideshop etsy etsyme3sc2r2t via etsy,2,2023-08-31 21:05:00+00:00,#pride,positive
@Rom_TAlan,brian kemp way smarter maga cult give credit thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 21:11:00+00:00,#ThursdayThoughts,neutral
@Rom_TAlan,thursdaythoughts pride resistance kindnessmatters motivation watch appreciate vidpuffyanuswatchvkd9tlgdz,0,2023-08-31 21:16:00+00:00,#ThursdayThoughts,neutral
@jolenesellsmhk,gear actionpacked kstate weekend kstate events happening weekend join excitement support teams witness thrilling plays showcase purple pride manhattan pride wildcats sports,0,2023-08-31 21:00:00+00:00,#manhattan,positive
@chrysalismama1,ever gut feeling whispering voice within guiding somewhere cant explain episode key attuned aware insightful life listen chrysalismamacompodcast lgbtq lgbtqia parentingteens pride justbreathe,0,2023-08-31 21:00:00+00:00,#lgbtq,positive
@gwennwrenn,blindknitting pride family orlando pride hats blind knitting high contrast colors counting stitches thumbs pushing working next stitch tricky fun,3,2023-08-31 20:47:00+00:00,#blindknitting,negative
@WilksMillion,say imsorry late throw pride da window,0,2023-08-31 20:34:00+00:00,#IMSORRY,negative
@Rom_TAlan,wildlife photographer year 2023 highly commended theatlanticcomphoto20230 via theatlantic thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 20:28:00+00:00,#ThursdayThoughts,positive
@ozfigaa,lesbian stay safe pride,0,2023-08-31 20:29:00+00:00,#pride,positive
@Rom_TAlan,yes please thursdaythoughts pride resistance kindnessmatters motivation,2,2023-08-31 20:26:00+00:00,#ThursdayThoughts,neutral
@Rom_TAlan,lose absolutely nothing believing true thursdaythoughts pride resistance kindnessmatters motivation,2,2023-08-31 20:23:00+00:00,#ThursdayThoughts,positive
@Rom_TAlan,resistance know turn crap back deathsantis hurting state elected lead desantis refuses 350m bidens climate fund help florida residents energy rebates aolcomnewsdesantisrefuse thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 20:22:00+00:00,#Resistance,negative
@Rom_TAlan,oh please give break like trump say side every day way way way likely trump putin manson members cult something think ready thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 20:15:00+00:00,#ThursdayThoughts,positive
@Rom_TAlan,empty suits content thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 20:10:00+00:00,#ThursdayThoughts,negative
@skipgirl71,heardle pride 92 heardle pride lgbtq heardledecades prideheardledecadesxyz,0,2023-08-31 20:07:00+00:00,#Heardle,neutral
@Rom_TAlan,cant imagine voted thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 19:54:00+00:00,#ThursdayThoughts,neutral
@fear_isnotlove,happy pride calgary marching pride parade booth festival princes island park come say high maybe even win fearisnotlove swag pride calgarypride2023,3,2023-08-31 19:51:00+00:00,#FearIsNotLove,positive
@NGAHealthDist,tlbc living bridge center take pride sharing hiv facts stand hiv stigma create space everyone authentic selves learn help stophivstigma bitly3q3sp6a,0,2023-08-31 19:49:00+00:00,#TLBC,positive
@kimballscott,amy brandi discuss coming work response unprecedented spike discriminatory legislation hrc declared state emergency lgbtqia people us visibility matters radicalcandor podcast comingoutatwork pride appleco3qntluz,1,2023-08-31 19:45:00+00:00,#LGBTQIA,positive
@yantopect,nationalchickenwingday seafoodprocessing pride source inpinterestcompin7753932,0,2023-08-31 19:30:00+00:00,#nationalchickenwingday,neutral
@Snaps36920528,pride photography,1,2023-08-31 19:28:00+00:00,#pride,neutral
@stoney__photo,pride 2023 hillcrest cowboy pride2023 pride security portraitphotography portrait southerncalifornia sandiego filmphotography film photooftheday photographer photography negativesupply kodak,1,2023-08-31 19:21:00+00:00,#cowboy,neutral
@DonnaMarieGaga,photos brewersmcr pride saturday sooo much fun ladygaga tribute impersonator lookalike gaga bornthisway littlemonster mygagalife lgbt lgbtq pride prideweek manchester manchesterpride ladygagatribute ladygagatributeshow,3,2023-08-31 19:17:00+00:00,#ladygaga,positive
@PinkSheepNews,thousands across nation town 2023 gay softball world series pride bornthisway stopthehate bornperfect defythename gayrights itgetsbetter lovewins equalityact loveislove cbsnewscomminnesotanewst,1,2023-08-31 19:13:00+00:00,#Pride,positive
@Coffegirlclaire,new pride code recruiting event apparently except theyre really hiding anything anymore pride,1,2023-08-31 19:10:00+00:00,#pride,positive
@Rom_TAlan,let cannibals dennis thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 19:10:00+00:00,#ThursdayThoughts,neutral
@Rom_TAlan,everyone everything trump touches dies every one learn thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 19:07:00+00:00,#ThursdayThoughts,neutral
@Rom_TAlan,nyad annette bening jodie foster exclusive clip netflix vidpuffyanus9elvtiivugesidsfj via youtube thursdaythoughts pride resistance kindnessmatters motivation,1,2023-08-31 19:06:00+00:00,#ThursdayThoughts,neutral
@NolanMusic,thursday night great pop dance tunes course heartache lonely pride hour bearbeatzonline stomabeardj thanks spinning crazydogrecord paulinejazzi davebuzzmusic pop pride lgbtq shocked kylieminogue jazzip newmusic2023,4,2023-08-31 19:02:00+00:00,#Pop,positive
@yarahassan1359,pride biden bidenadministration source umledumagazinespring2018,0,2023-08-31 19:00:00+00:00,#Pride,neutral
@Idembroiderthat,bunch teeny tiny hoops laying around decided make necklaces idic infinite diversity infinite combinations vulcan philosophy celebrates vast array variables universe startrek pride startrekart embroidery,5,2023-08-31 18:34:00+00:00,#StarTrek,neutral
@TrueEager,bit since pride weekend nations capital mr grizzly guests got together pubcast episode politics casual pub chat vidpuffyanuslivengg8hltfce,0,2023-08-31 18:51:00+00:00,#Pride,negative
@ChrisTBonjour,stamp sticks around way long opens door deranged dictator control us judiciary system half century pride vanity,2,2023-08-31 18:51:00+00:00,#Pride,negative
@Pride_Evesham,gone live website prideclothingonlinecouk ellesse gilet bestseller menswear evesham pride prideevesham bodywarmer,0,2023-08-31 18:29:00+00:00,#ellesse,positive
@Paynt_Diversity,rainbow moon jackolanternspumpkins halloween garde paynteddiversity pride halloween lgbt lgbtia prideshop flag yarddecor decoration giftidea etsy etsyme3sijjlu via etsy,1,2023-08-31 18:23:00+00:00,#pride,neutral
@triviamom1,heardle pride 92 bartman247 heardle pride lgbtq heardledecades prideheardledecadesxyz easy,0,2023-08-31 18:21:00+00:00,#Heardle,positive
@bq_logistics,pride extensive base reliable safe freight carriers waiting leave logistics better quality logistics next consignment bql logistics carriers freight reliable pride workforce dipatchers truckdrivers,2,2023-08-31 18:08:00+00:00,#BQL,positive
@madhumita6,multiplications subtractions divisions additions left wondering thinking without failing add subtract multiply much pride go ahead divide life isnt calculations also beautiful creations maths vssdaily,19,2023-08-31 18:00:00+00:00,#pride,positive
@PinkSheepNews,california sues school district transgender notification policy pride wontbeerased stopthehate equalityact lovewins transisbeautiful translivesmatter defythename transjoy nbcnewscomnbcoutoutnews,0,2023-08-31 17:58:00+00:00,#Pride,neutral
@YYCNewcomers,pride gives power voices came us ensure next generation continue live life free discrimination hate happy pride mary mbaka case manager pride pride2023,2,2023-08-31 17:53:00+00:00,#pride,positive
@Jskeesanders,need make abilities worthy vanity excellence worthy selfesteem vision worthy prideability pride adaptation environment selfie,18,2023-08-31 17:47:00+00:00,#ability,positive
@DrakiErik,pride flag shark stickers used nurse shark drew back make pride prideflag shark stickers queer lgbtqia merch,1,2023-08-31 17:42:00+00:00,#pride,neutral
@DrakiErik,pride flag shark stickers used nurse shark drew back make prideflag pride shark stickers lgbtqia queer,0,2023-08-31 17:35:00+00:00,#prideflag,neutral
@KingMakaveli3,pride skin colour nationality religion profession university attended matter something inside makes different unique creature high purpose let driving force touch lives leave imprint world vssdaily,2,2023-08-31 17:35:00+00:00,#pride,positive
@p0rnoPuppy,fucking care almost seems like spend time thinking mad others sexuality pride isnt issue obsession pride lgbtq,0,2023-08-31 17:33:00+00:00,#Pride,negative
@nick_d_harrison,pics around manchester pride manchesterpride manchesterpride2023 pride,0,2023-08-31 17:29:00+00:00,#ManchesterPride,neutral
@Dawn_And_Rosie,deep ink sky conceals tentative yearning like secretive stars drowning beneath moon heart beats fast silhouette fear holds tongue one chance hangs us oh please time dont let hide behind pride vssmagic vssdaily,8,2023-08-31 17:22:00+00:00,#ink,positive
@hmvDarlington,bought new bag college uni need glow patches ironed biscuit tin containing needle thread required grindstore cats pride goth,2,2023-08-31 17:12:00+00:00,#cats,positive
@SNcf196085571,naia sunconference featured msnbc next connection realchrisrufo guy thinks many women college campuses 1000s tweets bullying lgtbq people pride,6,2023-08-31 17:09:00+00:00,#pride,positive
@DrakiErik,series screaming possum pride stickers doesnt feel like lately possum opossum aaaaaa pride prideflag,0,2023-08-31 17:03:00+00:00,#possum,negative
@myprideradio,join peterdarrant tonight 7pm chatting lovey mrgayeurope mrgaygreatbrit mrgayeurope mrgaygreatbritain pride lgbt lgbtq lgbtqia queer gay,3,2023-08-31 17:03:00+00:00,#mrgayeurope,positive
@GoldenSurrogacy,follow 6 easy steps become golden surrogate help change lives creating families pridemonth pride happypride change love acceptance goldensurrogacy everyonedeservesafamily surrogacy surrogate gestationalsurrogacy proudsurrogate surrogacyagency,0,2023-08-31 17:01:00+00:00,#PrideMonth,positive
@_DamonMartin,soggy walk beer trip taunton devon pride lgbt,7,2023-08-31 17:00:00+00:00,#Devon,neutral
@DrakiErik,little bit larger version pirate pride flags made holographic arent pride pirate prideflag,0,2023-08-31 16:47:00+00:00,#pride,negative
@CommunityChris9,mormons talk law gospel law best witnessingtomormons oasisbooks mormon loganutah mormonism christianity evangelism gospel bradscheelke lds religion pride ccmmedia ccmbooks apologetics vidpuffyanusshortsm5938mraa,0,2023-08-31 16:46:00+00:00,#witnessingtomormons,positive
@DavidPryOrtho96,pride american state religion pride,1,2023-08-31 16:44:00+00:00,#Pride,neutral
@Concern731,civil rights lovers tennessee come support blount county pride event september 2 2023 aclu helping us fight exist mfacebookcomblountpride,2,2023-08-31 16:44:00+00:00,#Pride,neutral
@LGBNOW,gay history know facts people actually stonewall 1rstpride lgbhistory pride gaypride lgbcommunity lgbrights gayrights gayhistory lesbianhistory marshapjohnson enmwikipediaorgwikimars stormdelarverie thevelvetchroniclecomremem,4,2023-08-31 16:44:00+00:00,#Stonewall,positive
@jenelaina,kinda keep mental map places pride flags especially places outside cities ie upnorth ive seen new traverse city north pride sign nice one place made point go back open bc prominent flag doesnt one,2,2023-08-31 16:27:00+00:00,#pride,positive
@DrakiErik,pride stickers time nerds quick ones chemical symbols caffeine testosterone estrogen pride prideflag chemistry caffeine testosterone estrogen,0,2023-08-31 16:40:00+00:00,#pride,positive
@LGBNOW,gay history know facts people actually stonewall 1rstpride lgbhistory pride gaypride lgbcommunity lgbrights gayrights gayhistory lesbianhistory vidpuffyanuskt8ajxjvxjksiosxj marshapjohnson stormdelarverie,14,2023-08-31 16:42:00+00:00,#Stonewall,positive
@ACSLLP,enjoyed supporting lgbtq community alongside manlawsoc manchester pride last weekend manchesterpride pride2023,3,2023-08-31 16:24:00+00:00,#LGBTQ,positive
@GayUSAPages,colorado man arrested allegedly removing destroying lgbtq pride flags stonewall national monument new york city nyc bitly3yxlcqc,0,2023-08-31 16:15:00+00:00,#LGBTQ,negative
@ZeusPhysique,pain temporary pride forever,0,2023-08-31 16:14:00+00:00,#Pain,neutral
@TheaMenagh,latest addition online art gallery tulips amsterdam theamenaghpictoremcom please browse like ones tulips flowers vibrant colorful cheers cheerful wallart artist art canvas pride pretty prints amsterdam holland netherlands,2,2023-08-31 16:01:00+00:00,#tulips,positive
@FlipSchultz,homophobic ahole interrupts show pleaseshare fyp followback flipisfunny amazing funnyvideos standupcomedy livecomedy silly improv standup funny lgbtq pride jerk omg wow idiot fruity,3,2023-08-31 16:01:00+00:00,#Homophobic,negative
@PrestigeMag_SA,bentley motors reconfirmed yearround support lgbtq community uniquely wrapped car manchester pride parade prestigedigitalnetautomoti bentleymotors bentleysa prestige bentley lgbtq manchester pride beproud,0,2023-08-31 16:00:00+00:00,#Prestige,positive
@pridemalta,love fact kids theres girl likes another girl imagine marrying girl think thats amazing generation think thats really beautiful matt muxu europride2023 equalityfromtheheart pride,8,2023-08-31 16:00:00+00:00,#EuroPride2023,positive
@JadeCattaPreta,yes please vegas ill inside soon kimmelscomedyclub oct 58 pride baby bringing amazing hellopasternak itsmebillielee lindsayames gon na fun one tix linktree livestandupcomedy femalecomic pride reels livenationcomeventg5d0z9m,12,2023-08-31 15:44:00+00:00,#livestandupcomedy,positive
@kjfit33,teaching said beware scribes like walk around long robes like greetings marketplaces best seats synagogues places honor feasts mark 123839 scripture religious pride,0,2023-08-31 15:44:00+00:00,#Scripture,positive
@RiversideLGBTQ,silver event sponsor support today thank support riverside inlandempire pride festival 100 vipride tickets available get riversidelgbtfestivalref,9,2023-08-31 15:43:00+00:00,#Riverside,positive
@MelSellsCT_FL,smart homes significant factor homebuyers roomvucomagentmelindawal pride florida connecticut sellmyhouse homeseller homebuyer homevalue realestate,0,2023-08-31 15:40:00+00:00,#pride,positive
@CoachVeirs,spell start day pride harvesterpride coachrob0718,4,2023-08-31 15:39:00+00:00,#PRIDE,neutral
@CaseyJPick,authenticity destination reach orientation joannalohman speaking truth today usopen pride,1,2023-08-31 15:36:00+00:00,#pride,neutral
@BradyAlfredsson,damn couldnt happen naked perverts parading streets pride nakedride,0,2023-08-31 15:34:00+00:00,#pride,neutral
@SashaMasks,dont lot pictures year pride still decided post fill bit posting last years makeup made incredible claimsystem like always pride,0,2023-08-31 15:22:00+00:00,#pride,positive
@Rom_TAlan,watch trailer netflixs anticipated biopic gay civil rights hero bayard rustin themusstorynetflixrustin via thursdaythoughts pride resistance kindnessmatters motivation,0,2023-08-31 15:19:00+00:00,#ThursdayThoughts,positive
@visit_leicester,ready leicesterpride saturday visit leicester shop pop grab last minute pride essentials like rainbow flags lestah shirts visitleicester leicester leicesterpride lgbt lgbtq,6,2023-08-31 15:15:00+00:00,#pride,positive
@cgeclectics,pride palace enamel lapel pin ebaycomitm265801871366 heart shaped rainbow love love ebay cg eclectics lgbt lgbtq pride,1,2023-08-31 15:10:00+00:00,#eBay,positive
@thedecafec4,ive changed mind vidpuffyanusbdulntrmzuksirqo via youtube realdonaldtrump shouldnt waving pride flag new confederate rebel flag us civil war ii michaeljknowles,0,2023-08-31 15:06:00+00:00,#shouldn,positive
@RonaldReagan,president ronaldreagans address members catholic golden age society recognizing contributions older citizens endured hardships individuals continue make invaluable contributions expressed pride part group,293,2023-08-31 15:01:00+00:00,#RonaldReagan,positive
@Dylan_m1102,hey im live lets game roadtoafilliate discord treat ottermafia intothefog pride kickcomdylanm1102 kickstreaming,2,2023-08-31 14:57:00+00:00,#roadToAfilliate,negative
@SoralaxPlays,predictions amiibo west league final round open predict winner win fabulous prizes challongecomreflexionwestr smashbros amiibo tourneys every tuesday 530pm pst ssbu kickstreamers smallstreamercommunity nonbinary enby trans pride supersmashbros,5,2023-08-31 14:34:00+00:00,#Amiibo,positive
@safespacejxn,today triviathursday check ig stories weeks trivia question safespacejxn changethestigma sexualhealth lgbtqiahealth endthestigma itsjustsex lgbtq jxnms jackson jacksonms jacksonmississippi sexualhealth sexeducation sexpositivity pride,0,2023-08-31 14:30:00+00:00,#TriviaThursday,neutral
@shotzbyfred,game week 1 edna karr cougars ednakarr ek ekhs cougar pride algiersamerica secondtonone purple gold highschool football,4,2023-08-31 14:29:00+00:00,#ednakarr,negative
@theeupcycler,im proud proud pride appreciation,1,2023-08-31 14:26:00+00:00,#proud,positive
@AlstonBirdLLP,silicon valley colleagues great time marching friends family support lgbtq community years silicon valley pride parade svpride,0,2023-08-31 14:19:00+00:00,#LGBTQ,positive
@Chillzenegger,like guy kids drag shoes naked bike rides pride parades,1,2023-08-31 14:18:00+00:00,#Pride,negative
@transradiouk,tickets available prideinsurreyorg cant go never fear trans radio uk live broadcasting action community stage midday7pm pride prideinsurrey communitymusicians,5,2023-08-31 14:16:00+00:00,#pride,positive
@WoosoxC,tweetworcesters lgbtq pridemonth starts today pride flag raising ceremony city hall 3pm event listing prideworcesterorgevents bedlambooksetc harpoonbrewery ywcacentralmass worcesterpl projectaids worcculturalcoe wormtownbrewery dcucenter pride2023,8,2023-08-31 14:13:00+00:00,#LGBTQ,neutral
@SVReal_b,celebrate pride siliconvalley photos parade show spirit community far weve come lgbtq loveislove brieflycoanchorsiliconva,0,2023-08-31 14:12:00+00:00,#Pride,negative
@XMOLVenus,academictwitter socialanxietydisorder pride social anxiety disorder impacts experience pride read new paper researchers uofhaifa mxmolnetpaperdetail169,0,2023-08-31 13:20:00+00:00,#AcademicTwitter,positive
@pritikashah,theres something quality light way falls face gently caressing every contour brightening eyes honey sparkles warming heart glow pride vssdaily prompt writingcommunity,27,2023-08-31 13:17:00+00:00,#pride,positive
@TorontoArchives,check instagram theres takeover happening group 519 building power youth advocacy project created content wont want miss torontoarchives 2slgbtq pride instagramcomtorontoarchiv,1,2023-08-31 13:15:00+00:00,#TorontoArchives,neutral
@c00kiecris,note people complimenting bravery little dude also fail note pins guns backpack people cry outrage rainbow flag clothing using rainbows schools pick lane gadsenflag pride,6,2023-08-31 13:14:00+00:00,#GadsenFlag,negative
@obraztsovv,annual milwaukee pride parade marches past rockwells global headquarters rokout employee resource group lgbtq employees allies celebrated festive watch party members families highlights parade lifeatrok pride,0,2023-08-31 13:01:00+00:00,#LifeatROK,negative
@9Moyle,watch family documentary doug coes efforts criminalize homosexuality african countries understand pride important lgbtq community,0,2023-08-31 12:53:00+00:00,#Pride,positive
@vit_expression,speaker 1 bindumadhav khire expressions pride veh veh commemorates scrapping section 377 2018 expressions pride invite eminent personalities lgbtqia community veh brings fourth edition expressions pride pride,16,2023-08-31 12:55:00+00:00,#pride,neutral
@WSallthisthen,youll find homophobia misogyny medical abuse sterilization confused children mostly proto gayslesbians resides tq pride gay conversion transition part problem leaveourkidsalone lgbwithoutthetq,0,2023-08-31 12:57:00+00:00,#pride,positive
@theSundaily,2 pm total eight babies comprising six boys two girls born hospital thesun thesundaily military couple baby nationalday hospital pride localnews thesundailymylocalmilitar,0,2023-08-31 12:42:00+00:00,#theSun,negative
@Crystal71994104,illustration fanart thaielection2023 pride sailormoon source artstationcomartworkq9wkx,0,2023-08-31 12:23:00+00:00,#illustration,neutral
@MonicaLewisPat2,perfect example truly celebratetheshine another brings joy pride heart check white woman whisperers video tiktok tiktokcomtzt8yx6cth,0,2023-08-31 12:11:00+00:00,#CelebrateTheShine,positive
@StormEH15,ive submitted second skin streamraiders pride flag bearer share concept images discord channel receive,8,2023-08-31 12:07:00+00:00,#streamraiders,neutral
@pridemalta,ready paint town pride heres route map europride valletta 2023 march september 16th get comfy shoes colourful flags ready time celebrate love equality europride2023 equalityfromtheheart pride gaymalta,31,2023-08-31 12:00:00+00:00,#EuroPride2023,positive
@joda_yoda,heardle pride 92 heardle pride lgbtq heardledecades prideheardledecadesxyz,0,2023-08-31 11:58:00+00:00,#Heardle,neutral
@AlanLampeAuthor,mary lou smiled judges marked cards heart swelled pride hard work put blueberry pie didnt win champion time prepared resort drastic measures bottle arsenic ready vss365 vssdaily,12,2023-08-31 11:57:00+00:00,#pride,positive
@AdimPrincess,make make sense transgender trans lgbt lgbtq gay lesbian pride queer bisexual nonbinary transgirl ftm loveislove transisbeautiful mtf transwoman genderfluid pansexual tgirl love gaypride transexual lgbtqia transpride asexual crossdresser transman bi girlslikeus lgbtpride,3,2023-08-31 11:52:00+00:00,#transgender,positive
@calmecam,bit since pride weekend nations capital mr grizzly guests got together pubcast episode politics casual pub chat vidpuffyanuslivengg8hltfce,0,2023-08-31 11:52:00+00:00,#Pride,negative
@ShopHaddon,coming october ht pride 2023 rescheduled learn htpridecom htpride haddontwp parade loveislove pride,0,2023-08-31 11:49:00+00:00,#HTPride,positive
@MythicalMeraki_,made slightly altered aroaceflux flag lgbtqia pride aroace,2,2023-08-31 11:48:00+00:00,#LGBTQIA,negative
@Stokemont1,property soakaway defect damage partywall advice one many property surveying services surveyors stokemont provide daily basis take great pride helping clients know facts,0,2023-08-31 11:37:00+00:00,#Property,positive
@BMHS_Athletics,looking forward seeing fall lets gooooo pride,17,2023-08-31 11:32:00+00:00,#PRIDE,neutral
@appyvalleypride,throwback thursday looking back fantastic happy valley pride window displays thank much vocationbrewery kasbah helloelement zeitgeisthair continued support hvp happyvalleypride pride,10,2023-08-31 11:31:00+00:00,#HVP,positive
@HullPops,inspire change acceptance queer eye pop collection hullpopscoukcollectionsa queereye funko funkouk funkopop pride,1,2023-08-31 11:30:00+00:00,#QueerEye,neutral
@KDTGAMINGLLC,getting sweaty playapex kdt fairy queenkarnage kdtgamingllc jayeverydaykdt twitchnetworkhq retweelgend smert fyp kdtgaming kdtfamily thursdayvibes lgbtqia affiliate gamergirl streamergirl thirstythursday pride,7,2023-08-31 11:07:00+00:00,#FYP,neutral
@9Reviewer,theatre review coke machines stars kisses 53two ereup pride lgbtqia manchester number9reviewsblogspotcom,6,2023-08-31 11:04:00+00:00,#THEATRE,neutral
@AggregateUK,equality fundamental human right proud supporting saturdays leicesterpride headline sponsor weve demonstrated commitment equality diversity inclusion helping create eyecatching path abbey park pride lgbtqia,2,2023-08-31 11:00:00+00:00,#LeicesterPride,positive
@TrueEager,bit since pride weekend nations capital mr grizzly guests got together pubcast episode politics casual pub chat vidpuffyanuslivengg8hltfce,0,2023-08-31 10:51:00+00:00,#Pride,negative
@RDGWhatsOn,come weekends big pride celebrations inrdg primarily love unites festival saturday lots stages lots performances lots love big long parade town kick things whatsonreadingcomvenuesre,0,2023-08-31 10:35:00+00:00,#pride,positive
@pridemalta,calling groups organisations join us september 16th united march love equal rights secure spot simply register link europride2023mtcallforgr europride2023 equalityfromtheheart pride gaymalta,15,2023-08-31 10:30:00+00:00,#EuroPride2023,positive
@thomashartigan,alliance pride lie comes inside free ride dignity applied aside pried allied thartigan vssdaily pride lgbtq,4,2023-08-31 10:01:00+00:00,#tHartigan,negative
@pridemalta,7 days europride valletta 2023 september 7th 17th get ready 11 days packed incredible events diversity unforgettable moments europride2023 equalityfromtheheart pride gaymalta,11,2023-08-31 10:00:00+00:00,#EuroPride2023,positive
@BramptonMuseum,see last day summer holidays style join pride castle sunday first family picnic brampton museum park fabulous craft activities kids fascinating collection local lgbt protest banners pride ticketsourcecoukbrampton,1,2023-08-31 09:42:00+00:00,#Pride,positive
@InterPride,august 31 people celebrate international day people african descent united nations established day honor many cultures achievements individuals african descent worldwide africa african africandescent interpride pride lgbt lgbtq,14,2023-08-31 09:37:00+00:00,#Africa,positive
@Rom_TAlan,thoroughly thankfulthursday friends spend lots time together thank part life lets good today thursdaythoughts pride resistance kindnessmatters motivation,6,2023-08-31 09:33:00+00:00,#ThankfulThursday,positive
@MscChris,heardle pride 92 heardle pride lgbtq heardledecades prideheardledecadesxyz,0,2023-08-31 09:25:00+00:00,#Heardle,neutral
@rustycraig39,hey hawthornfc caught 4corners report silence around gay players afl assure worldstandard complaints processes hawthorn regarding homophobic language behaviour dont pride game,1,2023-08-31 09:12:00+00:00,#AFL,positive
@wikixyz,todays lgbt related photo wikicommons 20170605 pride dc people places washington dc usa 6060 34960237402 commonswikimediaorgwikif queer lgbtq pride photos share see commonswikimediaorgwikic wikilgbt wikimediacommons photographs,0,2023-08-31 09:07:00+00:00,#LGBT,neutral
@Ktbffh_All,wasnt aware de zerbi homosexual great people feeling free come pride bhafc,0,2023-08-31 08:42:00+00:00,#pride,positive
@MzAtoB,heardle pride 92 heardle pride lgbtq heardledecades prideheardledecadesxyz,0,2023-08-31 08:58:00+00:00,#Heardle,neutral
@Martyn_Butler,queer time political hustings 11 prideintheport pride newport university wales newport city centre campus,1,2023-08-31 09:02:00+00:00,#prideintheport,neutral
@42ndStreetmcr,wear lavender look like joined pride straight wedding party pride manchesterpride lgbtq belovedqueer ourbelovedqueer lavenderweddings,0,2023-08-31 08:25:00+00:00,#Pride,positive
